date,region,ao_id,q_user_id,user_id,Current Post Count
2025-12-13,f3crossroads,C0168ASEPD5,U02KN9HUSE6,U02KN9HUSE6,1
2025-12-13,f3crossroads,C0168ASEPD5,U02KN9HUSE6,U041R4GK79V,1
2025-12-13,f3crossroads,C0168ASEPD5,U02KN9HUSE6,U04H6HMNPH9,1
2025-12-13,f3crossroads,C0168ASEPD5,U02KN9HUSE6,U04U8EGCQS1,1
2025-12-13,f3crossroads,C0168ASEPD5,U02KN9HUSE6,U05H6UA0KCK,1
2025-12-03,f3crossroads,C0168ASEPD5,U03SX99V3PU,U03SX99V3PU,1
2025-12-03,f3crossroads,C0168ASEPD5,U03SX99V3PU,U087CHQLZ7B,1
2025-12-02,f3crossroads,C0168ASEPD5,U03T43SBJNA,U02A96W697X,1
2025-12-02,f3crossroads,C0168ASEPD5,U03T43SBJNA,U03T43SBJNA,1
2025-12-02,f3crossroads,C0168ASEPD5,U03T43SBJNA,U05FDSP0YD7,1
2025-12-02,f3crossroads,C0168ASEPD5,U03T43SBJNA,U064F9H5MAR,1
2025-12-02,f3crossroads,C0168ASEPD5,U03T43SBJNA,U06GZ8ECZC5,1
2025-12-02,f3crossroads,C0168ASEPD5,U03T43SBJNA,U075J9NN91N,1
2025-12-02,f3crossroads,C0168ASEPD5,U03T43SBJNA,U092LRKGN2E,1
2025-12-10,f3crossroads,C0168ASEPD5,U041R4GK79V,U02A96W697X,1
2025-12-05,f3crossroads,C0168ASEPD5,U041R4GK79V,U03765UPB8C,1
2025-12-10,f3crossroads,C0168ASEPD5,U041R4GK79V,U03SX99V3PU,1
2025-12-05,f3crossroads,C0168ASEPD5,U041R4GK79V,U040R8S1N6P,1
2025-12-05,f3crossroads,C0168ASEPD5,U041R4GK79V,U041R4GK79V,1
2025-12-10,f3crossroads,C0168ASEPD5,U041R4GK79V,U041R4GK79V,1
2025-12-05,f3crossroads,C0168ASEPD5,U041R4GK79V,U041T99TNTC,1
2025-12-05,f3crossroads,C0168ASEPD5,U041R4GK79V,U04RQB0TXFS,1
2025-12-10,f3crossroads,C0168ASEPD5,U041R4GK79V,U04RQB0TXFS,1
2025-12-05,f3crossroads,C0168ASEPD5,U041R4GK79V,U04U8EGCQS1,1
2025-12-10,f3crossroads,C0168ASEPD5,U041R4GK79V,U04U8EGCQS1,1
2025-12-10,f3crossroads,C0168ASEPD5,U041R4GK79V,U06GZE2D66R,1
