week,team,user,week total,ec,1stf,ATW,6pack,3rdf,Donation,qs,2ndf,popup,WO Q,QS Q,ao_list
3,Dasher,Scratch and Dent,9,,9,,,,,,,,,,"the-ridge, the-silo"
4,Dasher,UPS,9,,9,,,,,,,,,,
4,Donner,Bedpan,9,,9,,,,,,,,,,"black-rock, the-silo"
0,Donner,Celler Dweller,9,,9,,,,,,,,,,"the-colosseum, the-ridge"
2,Donner,Celler Dweller,9,,9,,,,,,,,,,"the-ridge, the-silo"
4,Donner,Chum Bucket,9,,9,,,,,,,,,,"black-rock, the-colosseum, the-silo"
2,Donner,Corner Kick,9,,9,,,,,,,,,,"dmz, the-grove, the-ridge"
0,Donner,Hanger,9,,9,,,,,,,,,,"the-colosseum, the-grove"
1,Donner,Hanger,9,,6,,,,3,,,,,,"the-grove, the-silo"
2,Donner,Hanger,9,,9,,,,,,,,,,"da-grizz, the-colosseum, the-grove"
1,Donner,Moist,9,3,3,,,,3,,,,,,the-ridge
0,Prancer,Circuit City,9,,9,,,,,,,,,,"black-rock, the-colosseum, the-olympiad"
2,Prancer,Circuit City,9,,9,,,,,,,,,,"dmz, the-colosseum"
0,Prancer,Deliverance,9,,9,,,,,,,,,,"the-colosseum, the-ridge, the-silo"
2,Prancer,Nemo,9,,9,,,,,,,,,,"black-rock, the-colosseum, the-silo"
3,Prancer,YellowPages,9,,9,,,,,,,,,,"da-grizz, ravens-nest, the-colosseum"
0,Rudolph,Cowbell,9,,6,,,,,,,3,,,da-grizz
0,Rudolph,Grunts,9,3,6,,,,,,,,,,
2,Rudolph,Italian Ice,9,,9,,,,,,,,,,da-grizz
4,Rudolph,Napster,9,,9,,,,,,,,,,"the-colosseum, the-ridge"
1,Rudolph,Slapshot,9,,9,,,,,,,,,,"da-grizz, ravens-nest"
3,Rudolph,Slapshot,9,,9,,,,,,,,,,"da-grizz, the-olympiad"
0,Vixen,Blue Gill,9,2,3,,,,,,,3,1,,the-ridge
0,Vixen,Den Mother,9,,3,,,,,,5,,1,,the-grove
3,Vixen,Fish Tape,9,,9,,,,,,,,,,"the-ridge, the-silo"
2,Blitzen,Gopher,8,,3,,,,,5,,,,,the-ridge
1,Cupid,Sizzler,8,,8,,,,,,,,,,black-diamond
0,Donner,Moist,8,2,3,,,,3,,,,,,the-ridge
1,Donner,Peashooter,8,,3,,,,,,5,,,,the-colosseum
3,Prancer,Depends (3rdF Q),8,,7,,,,,,,,1,,"black-diamond, da-grizz"
1,Rudolph,Homer Simpson,8,,,,,,3,,5,,,,
1,Vixen,Hackman,8,2,6,,,,,,,,,,"the-colosseum, the-ridge"
1,Blitzen,Foundation,7,,6,,,,,,,,1,,"the-grove, the-silo"
2,Comet,Bob Villa,7,,6,,,,,,,,1,,"el-coyote, the-olympiad"
3,Comet,Dauber,7,,6,,,,,,,,1,,"the-colosseum, the-ridge"
4,Comet,Happy Camper,7,,6,,,,,,,,1,,"black-rock, dmz"
2,Comet,Mahomes,7,,6,,,,,,,,1,,"el-coyote, the-ridge"
3,Comet,Peterbilt,7,,6,,,,,,,,1,,the-colosseum
3,Cupid,Otto Man,7,,7,,,,,,,,,,"black-diamond, ravens-nest"
0,Cupid,Sizzler,7,,7,,,,,,,,,,"black-diamond, the-colosseum"
2,Cupid,Sizzler,7,,7,,,,,,,,,,"black-diamond, the-olympiad"
3,Cupid,Sizzler,7,,7,,,,,,,,,,"black-diamond, dmz"
3,Cupid,Soft Hands,7,,7,,,,,,,,,,black-diamond
4,Cupid,Soft Hands,7,,6,,,,,,,,1,,"black-rock, the-colosseum"
4,Dancer,Cinderella,7,,6,,,,,,,,1,,the-colosseum
3,Dancer,Pop-Tart,7,,6,,,,,,,,1,,"the-colosseum, the-ridge"
2,Dasher,Jellystone,7,,6,,,,,,,,1,,"el-coyote, the-silo"
4,Dasher,Zimmer,7,,6,,,,,,,,1,,"the-ridge, the-silo"
4,Donner,Corner Kick,7,,6,,,,,,,,1,,"the-colosseum, the-ridge"
3,Rudolph,Backstreet,7,,6,,,,,,,,1,,"the-colosseum, the-olympiad"
1,Rudolph,Marinara,7,,7,,,,,,,,,,
4,Vixen,Broomstick,7,,7,,,,,,,,,,"black-diamond, the-colosseum"
0,Blitzen,Derailed,6,,6,,,,,,,,,,"dmz, the-grove"
3,Blitzen,Gopher,6,,6,,,,,,,,,,"the-colosseum, the-ridge"
3,Blitzen,Just Dance,6,,6,,,,,,,,,,"the-colosseum, the-ridge"
2,Blitzen,Morticia,6,,6,,,,,,,,,,"dmz, the-ridge"
1,Comet,Danica,6,,6,,,,,,,,,,the-colosseum
2,Comet,Hot Lava,6,,6,,,,,,,,,,el-coyote
2,Comet,Manhole,6,,6,,,,,,,,,,el-coyote
2,Comet,Peterbilt,6,,6,,,,,,,,,,"da-grizz, el-coyote"
0,Comet,Shankapotomus,6,,6,,,,,,,,,,"the-colosseum, the-olympiad"
3,Comet,Shankapotomus,6,,6,,,,,,,,,,"black-rock, the-colosseum"
0,Comet,Six Sheets,6,,6,,,,,,,,,,"the-colosseum, the-grove"
3,Cupid,Caboose,6,,6,,,,,,,,,,the-silo
4,Cupid,Caboose,6,,6,,,,,,,,,,"the-grove, the-silo"
2,Cupid,Duck Hunt,6,,6,,,,,,,,,,da-grizz
4,Cupid,Otto Man,6,,6,,,,,,,,,,"black-rock, the-silo"
4,Cupid,Singer,6,,6,,,,,,,,,,the-colosseum
2,Cupid,Spike Horn,6,,6,,,,,,,,,,"the-colosseum, the-olympiad"
2,Dancer,Cinderella,6,,6,,,,,,,,,,"the-olympiad, the-ridge"
1,Dancer,DEADBOLT,6,3,,,,,,,,3,,,
2,Dancer,Foghorn,6,,6,,,,,,,,,,"the-grove, the-silo"
3,Dancer,Foghorn,6,,6,,,,,,,,,,the-silo
4,Dancer,Party in a bottle,6,,6,,,,,,,,,,the-ridge
2,Dancer,Ricochet,6,,6,,,,,,,,,,"the-colosseum, the-olympiad"
3,Dancer,Thesaurus,6,,6,,,,,,,,,,"ravens-nest, the-olympiad"
4,Dasher,Old Maid,6,,6,,,,,,,,,,"the-grove, the-silo"
3,Donner,Celler Dweller,6,,6,,,,,,,,,,"the-grove, the-ridge"
3,Donner,Corner Kick,6,,6,,,,,,,,,,the-ridge
1,Donner,John Denver,6,2,3,,,,,,,,1,,the-grove
2,Donner,Juanita,6,,6,,,,,,,,,,"the-colosseum, the-ridge"
3,Donner,Mr. Belding,6,,6,,,,,,,,,,the-ridge
2,Prancer,Flo,6,,6,,,,,,,,,,the-ridge
2,Prancer,Liberty Biberty,6,,6,,,,,,,,,,the-olympiad
3,Prancer,Sensodyne,6,,6,,,,,,,,,,"the-colosseum, the-ridge"
1,Prancer,The Worm,6,,3,,,,,,,3,,,the-olympiad
2,Prancer,The Worm,6,,6,,,,,,,,,,"da-grizz, the-colosseum"
2,Prancer,Tinfoil,6,,6,,,,,,,,,,the-colosseum
3,Prancer,Tinfoil,6,,6,,,,,,,,,,"the-colosseum, the-grove"
4,Rudolph,Celine Dion,6,,6,,,,,,,,,,ravens-nest
2,Rudolph,Cowbell,6,,6,,,,,,,,,,da-grizz
3,Rudolph,Folgers,6,,6,,,,,,,,,,da-grizz
4,Rudolph,Foreclosure,6,,6,,,,,,,,,,"black-rock, the-colosseum"
3,Rudolph,Italian Ice,6,,6,,,,,,,,,,da-grizz
1,Rudolph,Mapquest,6,,6,,,,,,,,,,"the-colosseum, the-olympiad"
2,Rudolph,Mapquest,6,,6,,,,,,,,,,"the-olympiad, the-ridge"
2,Rudolph,Napster,6,,6,,,,,,,,,,"the-colosseum, the-olympiad"
3,Rudolph,Nickelback,6,,6,,,,,,,,,,the-ridge
0,Rudolph,Rabbit,6,,6,,,,,,,,,,
4,Vixen,Blue Gill,6,,6,,,,,,,,,,"the-ridge, the-silo"
4,Vixen,Dilly Dilly,6,,6,,,,,,,,,,"dmz, the-ridge"
0,Vixen,Ginga,6,,6,,,,,,,,,,the-ridge
1,Vixen,Ginga,6,,6,,,,,,,,,,"the-colosseum, the-ridge"
2,Vixen,Hackman,6,,6,,,,,,,,,,the-ridge
3,Vixen,Hat Trick,6,,6,,,,,,,,,,the-ridge
0,Vixen,Quatro,6,,6,,,,,,,,,,the-ridge
4,Vixen,Stitch,6,,6,,,,,,,,,,"the-colosseum, the-grove"
2,Vixen,vern,6,,6,,,,,,,,,,the-ridge
3,Vixen,vern,6,,6,,,,,,,,,,the-ridge
4,Vixen,vern,6,,6,,,,,,,,,,"the-colosseum, the-ridge"
4,Blitzen,Schlitz,5,,,,,,,,5,,,,
0,Blitzen,SkidMark,5,2,3,,,,,,,,,,the-ridge
1,Cupid,Caboose,5,,,,,,,,5,,,,
2,Dancer,TruGreen,5,,,,,,,5,,,,,
1,Dasher,Norm,5,,,,,,,,5,,,,
0,Dasher,Olive Oyl,5,,,,,5,,,,,,,
1,Dasher,Olive Oyl,5,,,,,,,,5,,,,
0,Prancer,Sensodyne,5,2,3,,,,,,,,,,the-ridge
4,Blitzen,Foundation,4,,3,,,,,,,,1,,the-ridge
2,Comet,DJ Sump Pump,4,,3,,,,,,,,1,,the-ridge
3,Comet,Manhole,4,,3,,,,,,,,1,,el-coyote
4,Comet,Peterbilt,4,,3,,,,,,,,1,,ravens-nest
0,Cupid,Otto Man,4,1,3,,,,,,,,,,da-grizz
0,Cupid,Spike Horn,4,,4,,,,,,,,,,
2,Dancer,Pop-Tart,4,,3,,,,,,,,1,,ravens-nest
3,Dasher,Jellystone,4,,3,,,,,,,,1,,the-silo
4,Donner,Moist,4,,3,,,,,,,,1,,the-ridge
2,Donner,Storm Chaser,4,,3,,,,,,,,1,,the-colosseum
4,Donner,fuzzy navel,4,,3,,,,,,,,1,,el-coyote
4,Prancer,Nemo,4,,3,,,,,,,,1,,the-colosseum
1,Vixen,Den Mother,4,,3,,,,,,,,1,,the-colosseum
2,Blitzen,Derailed,3,,3,,,,,,,,,,the-grove
0,Blitzen,Foundation,3,,3,,,,,,,,,,the-silo
2,Blitzen,Just Dance,3,,3,,,,,,,,,,the-colosseum
4,Blitzen,Just Dance,3,,3,,,,,,,,,,the-colosseum
4,Blitzen,Kidney Beans,3,,3,,,,,,,,,,the-colosseum
2,Blitzen,Pee Wee Herman,3,,3,,,,,,,,,,the-colosseum
3,Blitzen,Pee Wee Herman,3,,3,,,,,,,,,,the-grove
0,Blitzen,Sailer Moon,3,,3,,,,,,,,,,da-grizz
3,Blitzen,Sailer Moon,3,,3,,,,,,,,,,da-grizz
4,Blitzen,SkidMark,3,,3,,,,,,,,,,the-ridge
2,Blitzen,Xena- Warrior Princess,3,,3,,,,,,,,,,the-colosseum
0,Comet,Algorithm,3,,3,,,,,,,,,,the-colosseum
1,Comet,Algorithm,3,,3,,,,,,,,,,the-grove
2,Comet,Algorithm,3,,3,,,,,,,,,,the-ridge
4,Comet,Algorithm,3,,3,,,,,,,,,,the-colosseum
4,Comet,Bob Villa,3,,3,,,,,,,,,,black-rock
1,Comet,Choco Taco,3,3,,,,,,,,,,,
1,Comet,Hatchet (Lizard Q),3,,3,,,,,,,,,,the-ridge
3,Comet,Hot Lava,3,,3,,,,,,,,,,
2,Comet,Pearl,3,,3,,,,,,,,,,da-grizz
2,Comet,Shankapotomus,3,,3,,,,,,,,,,the-ridge
2,Comet,Six Sheets,3,,3,,,,,,,,,,the-ridge
2,Comet,Tighty Whities,3,,3,,,,,,,,,,the-ridge
1,Cupid,Bunker,3,,3,,,,,,,,,,the-grove
2,Cupid,Caboose,3,,3,,,,,,,,,,the-colosseum
0,Cupid,Laces Out,3,,3,,,,,,,,,,da-grizz
2,Cupid,Laces Out,3,,3,,,,,,,,,,da-grizz
3,Cupid,Laces Out,3,,3,,,,,,,,,,da-grizz
1,Cupid,Singer,3,,3,,,,,,,,,,the-colosseum
3,Cupid,Singer,3,,3,,,,,,,,,,the-colosseum
3,Cupid,Spike Horn,3,,3,,,,,,,,,,
0,Dancer,And1,3,,,,,,3,,,,,,
1,Dancer,Boston Butt,3,,3,,,,,,,,,,the-ridge
2,Dancer,Boston Butt,3,,3,,,,,,,,,,the-ridge
4,Dancer,Dear Abby,3,,3,,,,,,,,,,dmz
0,Dancer,Eleanor,3,,,,,,3,,,,,,
3,Dancer,Ricochet,3,,3,,,,,,,,,,the-colosseum
4,Dancer,Ricochet,3,,3,,,,,,,,,,the-colosseum
4,Dasher,BORG,3,,3,,,,,,,,,,the-ridge
2,Dasher,Doozie,3,,3,,,,,,,,,,black-rock
3,Dasher,Doozie,3,,3,,,,,,,,,,black-rock
0,Dasher,Drive By,3,,3,,,,,,,,,,
3,Dasher,Old Maid,3,,3,,,,,,,,,,the-ridge
1,Donner,Celler Dweller,3,,3,,,,,,,,,,the-ridge
4,Donner,Celler Dweller,3,,3,,,,,,,,,,the-silo
4,Donner,Hanger,3,,3,,,,,,,,,,the-silo
2,Donner,John Denver,3,,3,,,,,,,,,,the-ridge
4,Donner,John Denver,3,,3,,,,,,,,,,the-colosseum
0,Donner,Large Marge,3,,3,,,,,,,,,,da-grizz
3,Donner,Large Marge,3,,3,,,,,,,,,,da-grizz
4,Donner,Mr. Kotter,3,,3,,,,,,,,,,the-colosseum
0,Donner,Peashooter,3,,3,,,,,,,,,,the-colosseum
2,Donner,Peashooter,3,,3,,,,,,,,,,the-colosseum
3,Donner,Storm Chaser,3,,3,,,,,,,,,,
4,Donner,Storm Chaser,3,,3,,,,,,,,,,
0,Donner,Trickle,3,,3,,,,,,,,,,the-ridge
1,Donner,Trickle,3,,3,,,,,,,,,,the-colosseum
2,Donner,Trickle,3,,3,,,,,,,,,,dmz
3,Donner,Trickle,3,,3,,,,,,,,,,the-grove
3,Donner,fuzzy navel,3,,3,,,,,,,,,,el-coyote
3,Prancer,Deliverance,3,,3,,,,,,,,,,the-ridge
4,Prancer,Deliverance,3,,3,,,,,,,,,,the-silo
3,Prancer,Dilbert,3,,3,,,,,,,,,,the-grove
3,Prancer,Dungeon Master,3,,3,,,,,,,,,,the-grove
4,Prancer,Dungeon Master,3,,3,,,,,,,,,,the-grove
3,Prancer,Flo,3,,3,,,,,,,,,,the-ridge
4,Prancer,Flo,3,,3,,,,,,,,,,black-rock
4,Prancer,Liberty Biberty,3,,3,,,,,,,,,,the-silo
1,Prancer,Sensodyne,3,,,,,,3,,,,,,
0,Prancer,The Vault,3,,,,,,3,,,,,,
2,Prancer,The Vault,3,,3,,,,,,,,,,
0,Prancer,The Worm,3,,3,,,,,,,,,,the-silo
4,Prancer,The Worm,3,,3,,,,,,,,,,the-ridge
4,Prancer,YellowPages,3,,3,,,,,,,,,,ravens-nest
1,Rudolph,BoilerUp,3,,3,,,,,,,,,,the-colosseum
2,Rudolph,BoilerUp,3,,3,,,,,,,,,,the-ridge
3,Rudolph,BoilerUp,3,,3,,,,,,,,,,the-ridge
4,Rudolph,BoilerUp,3,,3,,,,,,,,,,the-ridge
2,Rudolph,Celine Dion,3,,3,,,,,,,,,,ravens-nest
3,Rudolph,Cowbell,3,,3,,,,,,,,,,ravens-nest
3,Rudolph,Dan-D-LION,3,,3,,,,,,,,,,ravens-nest
4,Rudolph,Dr. Loco,3,,3,,,,,,,,,,ravens-nest
1,Rudolph,Grunts,3,,3,,,,,,,,,,
0,Rudolph,Mapquest,3,,3,,,,,,,,,,the-olympiad
4,Rudolph,Rabbit,3,,3,,,,,,,,,,
3,Vixen,Blue Gill,3,,3,,,,,,,,,,the-silo
3,Vixen,Den Mother,3,,3,,,,,,,,,,the-ridge
0,Vixen,Fish Tape,3,,3,,,,,,,,,,the-ridge
2,Vixen,Fish Tape,3,,3,,,,,,,,,,the-ridge
3,Vixen,Hackman,3,,3,,,,,,,,,,the-ridge
0,Vixen,Hat Trick,3,,3,,,,,,,,,,the-ridge
4,Vixen,Hat Trick,3,,3,,,,,,,,,,the-ridge
1,Vixen,Quatro,3,,3,,,,,,,,,,the-silo
3,Vixen,Scuba Steve,3,,3,,,,,,,,,,the-olympiad
0,Vixen,SoccerMom,3,,3,,,,,,,,,,the-colosseum
2,Vixen,Stitch,3,,3,,,,,,,,,,the-silo
3,Blitzen,Derailed,0,,,,,,,,,,,,
4,Blitzen,Derailed,0,,,,,,,,,,,,
5,Blitzen,Derailed,0,,,,,,,,,,,,
6,Blitzen,Derailed,0,,,,,,,,,,,,
5,Blitzen,Foundation,0,,,,,,,,,,,,
6,Blitzen,Foundation,0,,,,,,,,,,,,
0,Blitzen,Gopher,0,,,,,,,,,,,,
1,Blitzen,Gopher,0,,,,,,,,,,,,
4,Blitzen,Gopher,0,,,,,,,,,,,,
5,Blitzen,Gopher,0,,,,,,,,,,,,
6,Blitzen,Gopher,0,,,,,,,,,,,,
0,Blitzen,Ink Jet,0,,,,,,,,,,,,
1,Blitzen,Ink Jet,0,,,,,,,,,,,,
2,Blitzen,Ink Jet,0,,,,,,,,,,,,
3,Blitzen,Ink Jet,0,,,,,,,,,,,,
4,Blitzen,Ink Jet,0,,,,,,,,,,,,
5,Blitzen,Ink Jet,0,,,,,,,,,,,,
6,Blitzen,Ink Jet,0,,,,,,,,,,,,
0,Blitzen,Intern,0,,,,,,,,,,,,
1,Blitzen,Intern,0,,,,,,,,,,,,
2,Blitzen,Intern,0,,,,,,,,,,,,
3,Blitzen,Intern,0,,,,,,,,,,,,
4,Blitzen,Intern,0,,,,,,,,,,,,
5,Blitzen,Intern,0,,,,,,,,,,,,
6,Blitzen,Intern,0,,,,,,,,,,,,
0,Blitzen,Just Dance,0,,,,,,,,,,,,
5,Blitzen,Just Dance,0,,,,,,,,,,,,
6,Blitzen,Just Dance,0,,,,,,,,,,,,
2,Blitzen,Kidney Beans,0,,,,,,,,,,,,
3,Blitzen,Kidney Beans,0,,,,,,,,,,,,
5,Blitzen,Kidney Beans,0,,,,,,,,,,,,
6,Blitzen,Kidney Beans,0,,,,,,,,,,,,
4,Blitzen,Morticia,0,,,,,,,,,,,,
5,Blitzen,Morticia,0,,,,,,,,,,,,
6,Blitzen,Morticia,0,,,,,,,,,,,,
4,Blitzen,Pee Wee Herman,0,,,,,,,,,,,,
5,Blitzen,Pee Wee Herman,0,,,,,,,,,,,,
6,Blitzen,Pee Wee Herman,0,,,,,,,,,,,,
0,Blitzen,Pretzel,0,,,,,,,,,,,,
1,Blitzen,Pretzel,0,,,,,,,,,,,,
2,Blitzen,Pretzel,0,,,,,,,,,,,,
3,Blitzen,Pretzel,0,,,,,,,,,,,,
4,Blitzen,Pretzel,0,,,,,,,,,,,,
5,Blitzen,Pretzel,0,,,,,,,,,,,,
6,Blitzen,Pretzel,0,,,,,,,,,,,,
1,Blitzen,Sailer Moon,0,,,,,,,,,,,,
2,Blitzen,Sailer Moon,0,,,,,,,,,,,,
4,Blitzen,Sailer Moon,0,,,,,,,,,,,,
5,Blitzen,Sailer Moon,0,,,,,,,,,,,,
6,Blitzen,Sailer Moon,0,,,,,,,,,,,,
5,Blitzen,Schlitz,0,,,,,,,,,,,,
6,Blitzen,Schlitz,0,,,,,,,,,,,,
0,Blitzen,Senor Frog,0,,,,,,,,,,,,
1,Blitzen,Senor Frog,0,,,,,,,,,,,,
2,Blitzen,Senor Frog,0,,,,,,,,,,,,
3,Blitzen,Senor Frog,0,,,,,,,,,,,,
4,Blitzen,Senor Frog,0,,,,,,,,,,,,
5,Blitzen,Senor Frog,0,,,,,,,,,,,,
6,Blitzen,Senor Frog,0,,,,,,,,,,,,
5,Blitzen,SkidMark,0,,,,,,,,,,,,
6,Blitzen,SkidMark,0,,,,,,,,,,,,
0,Blitzen,Woody,0,,,,,,,,,,,,
1,Blitzen,Woody,0,,,,,,,,,,,,
2,Blitzen,Woody,0,,,,,,,,,,,,
3,Blitzen,Woody,0,,,,,,,,,,,,
4,Blitzen,Woody,0,,,,,,,,,,,,
5,Blitzen,Woody,0,,,,,,,,,,,,
6,Blitzen,Woody,0,,,,,,,,,,,,
3,Blitzen,Xena- Warrior Princess,0,,,,,,,,,,,,
4,Blitzen,Xena- Warrior Princess,0,,,,,,,,,,,,
5,Blitzen,Xena- Warrior Princess,0,,,,,,,,,,,,
6,Blitzen,Xena- Warrior Princess,0,,,,,,,,,,,,
5,Comet,Algorithm,0,,,,,,,,,,,,
6,Comet,Algorithm,0,,,,,,,,,,,,
0,Comet,Bambino,0,,,,,,,,,,,,
1,Comet,Bambino,0,,,,,,,,,,,,
2,Comet,Bambino,0,,,,,,,,,,,,
3,Comet,Bambino,0,,,,,,,,,,,,
4,Comet,Bambino,0,,,,,,,,,,,,
5,Comet,Bambino,0,,,,,,,,,,,,
6,Comet,Bambino,0,,,,,,,,,,,,
5,Comet,Bob Villa,0,,,,,,,,,,,,
6,Comet,Bob Villa,0,,,,,,,,,,,,
2,Comet,Choco Taco,0,,,,,,,,,,,,
3,Comet,Choco Taco,0,,,,,,,,,,,,
4,Comet,Choco Taco,0,,,,,,,,,,,,
5,Comet,Choco Taco,0,,,,,,,,,,,,
6,Comet,Choco Taco,0,,,,,,,,,,,,
3,Comet,DJ Sump Pump,0,,,,,,,,,,,,
4,Comet,DJ Sump Pump,0,,,,,,,,,,,,
5,Comet,DJ Sump Pump,0,,,,,,,,,,,,
6,Comet,DJ Sump Pump,0,,,,,,,,,,,,
3,Comet,Danica,0,,,,,,,,,,,,
4,Comet,Danica,0,,,,,,,,,,,,
5,Comet,Danica,0,,,,,,,,,,,,
6,Comet,Danica,0,,,,,,,,,,,,
4,Comet,Dauber,0,,,,,,,,,,,,
5,Comet,Dauber,0,,,,,,,,,,,,
6,Comet,Dauber,0,,,,,,,,,,,,
0,Comet,Fire Hose,0,,,,,,,,,,,,
1,Comet,Fire Hose,0,,,,,,,,,,,,
2,Comet,Fire Hose,0,,,,,,,,,,,,
3,Comet,Fire Hose,0,,,,,,,,,,,,
4,Comet,Fire Hose,0,,,,,,,,,,,,
5,Comet,Fire Hose,0,,,,,,,,,,,,
6,Comet,Fire Hose,0,,,,,,,,,,,,
0,Comet,Frontier,0,,,,,,,,,,,,
1,Comet,Frontier,0,,,,,,,,,,,,
2,Comet,Frontier,0,,,,,,,,,,,,
3,Comet,Frontier,0,,,,,,,,,,,,
4,Comet,Frontier,0,,,,,,,,,,,,
5,Comet,Frontier,0,,,,,,,,,,,,
6,Comet,Frontier,0,,,,,,,,,,,,
0,Comet,Griner,0,,,,,,,,,,,,
1,Comet,Griner,0,,,,,,,,,,,,
2,Comet,Griner,0,,,,,,,,,,,,
3,Comet,Griner,0,,,,,,,,,,,,
4,Comet,Griner,0,,,,,,,,,,,,
5,Comet,Griner,0,,,,,,,,,,,,
6,Comet,Griner,0,,,,,,,,,,,,
5,Comet,Happy Camper,0,,,,,,,,,,,,
6,Comet,Happy Camper,0,,,,,,,,,,,,
2,Comet,Hatchet (Lizard Q),0,,,,,,,,,,,,
3,Comet,Hatchet (Lizard Q),0,,,,,,,,,,,,
4,Comet,Hatchet (Lizard Q),0,,,,,,,,,,,,
5,Comet,Hatchet (Lizard Q),0,,,,,,,,,,,,
6,Comet,Hatchet (Lizard Q),0,,,,,,,,,,,,
1,Comet,Heifer,0,,,,,,,,,,,,
2,Comet,Heifer,0,,,,,,,,,,,,
3,Comet,Heifer,0,,,,,,,,,,,,
4,Comet,Heifer,0,,,,,,,,,,,,
5,Comet,Heifer,0,,,,,,,,,,,,
6,Comet,Heifer,0,,,,,,,,,,,,
4,Comet,Hot Lava,0,,,,,,,,,,,,
5,Comet,Hot Lava,0,,,,,,,,,,,,
6,Comet,Hot Lava,0,,,,,,,,,,,,
0,Comet,Hot Pants,0,,,,,,,,,,,,
1,Comet,Hot Pants,0,,,,,,,,,,,,
2,Comet,Hot Pants,0,,,,,,,,,,,,
3,Comet,Hot Pants,0,,,,,,,,,,,,
4,Comet,Hot Pants,0,,,,,,,,,,,,
5,Comet,Hot Pants,0,,,,,,,,,,,,
6,Comet,Hot Pants,0,,,,,,,,,,,,
0,Comet,Jugz,0,,,,,,,,,,,,
1,Comet,Jugz,0,,,,,,,,,,,,
2,Comet,Jugz,0,,,,,,,,,,,,
3,Comet,Jugz,0,,,,,,,,,,,,
4,Comet,Jugz,0,,,,,,,,,,,,
5,Comet,Jugz,0,,,,,,,,,,,,
6,Comet,Jugz,0,,,,,,,,,,,,
5,Comet,Mahomes,0,,,,,,,,,,,,
6,Comet,Mahomes,0,,,,,,,,,,,,
4,Comet,Manhole,0,,,,,,,,,,,,
5,Comet,Manhole,0,,,,,,,,,,,,
6,Comet,Manhole,0,,,,,,,,,,,,
3,Comet,Meta,0,,,,,,,,,,,,
4,Comet,Meta,0,,,,,,,,,,,,
5,Comet,Meta,0,,,,,,,,,,,,
6,Comet,Meta,0,,,,,,,,,,,,
3,Comet,Pearl,0,,,,,,,,,,,,
4,Comet,Pearl,0,,,,,,,,,,,,
5,Comet,Pearl,0,,,,,,,,,,,,
6,Comet,Pearl,0,,,,,,,,,,,,
5,Comet,Peterbilt,0,,,,,,,,,,,,
6,Comet,Peterbilt,0,,,,,,,,,,,,
5,Comet,Pull-up,0,,,,,,,,,,,,
6,Comet,Pull-up,0,,,,,,,,,,,,
0,Comet,Second Best,0,,,,,,,,,,,,
1,Comet,Second Best,0,,,,,,,,,,,,
2,Comet,Second Best,0,,,,,,,,,,,,
3,Comet,Second Best,0,,,,,,,,,,,,
4,Comet,Second Best,0,,,,,,,,,,,,
5,Comet,Second Best,0,,,,,,,,,,,,
6,Comet,Second Best,0,,,,,,,,,,,,
4,Comet,Shankapotomus,0,,,,,,,,,,,,
5,Comet,Shankapotomus,0,,,,,,,,,,,,
6,Comet,Shankapotomus,0,,,,,,,,,,,,
3,Comet,Six Sheets,0,,,,,,,,,,,,
4,Comet,Six Sheets,0,,,,,,,,,,,,
5,Comet,Six Sheets,0,,,,,,,,,,,,
6,Comet,Six Sheets,0,,,,,,,,,,,,
3,Comet,Tighty Whities,0,,,,,,,,,,,,
4,Comet,Tighty Whities,0,,,,,,,,,,,,
5,Comet,Tighty Whities,0,,,,,,,,,,,,
6,Comet,Tighty Whities,0,,,,,,,,,,,,
0,Comet,Toby,0,,,,,,,,,,,,
1,Comet,Toby,0,,,,,,,,,,,,
2,Comet,Toby,0,,,,,,,,,,,,
3,Comet,Toby,0,,,,,,,,,,,,
4,Comet,Toby,0,,,,,,,,,,,,
5,Comet,Toby,0,,,,,,,,,,,,
6,Comet,Toby,0,,,,,,,,,,,,
2,Comet,Wing Stop (F3 Naperville),0,,,,,,,,,,,,
3,Comet,Wing Stop (F3 Naperville),0,,,,,,,,,,,,
4,Comet,Wing Stop (F3 Naperville),0,,,,,,,,,,,,
5,Comet,Wing Stop (F3 Naperville),0,,,,,,,,,,,,
6,Comet,Wing Stop (F3 Naperville),0,,,,,,,,,,,,
0,Comet,pep boys,0,,,,,,,,,,,,
1,Comet,pep boys,0,,,,,,,,,,,,
2,Comet,pep boys,0,,,,,,,,,,,,
3,Comet,pep boys,0,,,,,,,,,,,,
4,Comet,pep boys,0,,,,,,,,,,,,
5,Comet,pep boys,0,,,,,,,,,,,,
6,Comet,pep boys,0,,,,,,,,,,,,
5,Cupid,Bunker,0,,,,,,,,,,,,
6,Cupid,Bunker,0,,,,,,,,,,,,
5,Cupid,Caboose,0,,,,,,,,,,,,
6,Cupid,Caboose,0,,,,,,,,,,,,
0,Cupid,Candy Man,0,,,,,,,,,,,,
1,Cupid,Candy Man,0,,,,,,,,,,,,
2,Cupid,Candy Man,0,,,,,,,,,,,,
3,Cupid,Candy Man,0,,,,,,,,,,,,
4,Cupid,Candy Man,0,,,,,,,,,,,,
5,Cupid,Candy Man,0,,,,,,,,,,,,
6,Cupid,Candy Man,0,,,,,,,,,,,,
0,Cupid,Chernobyl,0,,,,,,,,,,,,
1,Cupid,Chernobyl,0,,,,,,,,,,,,
2,Cupid,Chernobyl,0,,,,,,,,,,,,
